-95.582,38.673,110M/110 Mile Park - Pomona Reservoir  TYPE:COE PH:785.453.2201   SITES:25  AMEN:NH NR  LON/LAT:-95.582/38.673,110M,110 Mile Park - Pomona Reservoir,COE,785.453.2201, , ,25, ,NH NR 
-92.811,48.407,ASHR/Ash River - Kabetogama State Forest  TYPE:SF PH:218.365.7229  COMM:primitive - open all year but snow may block SITES:8  AMEN:NH ND VT DW NS NR L$  LON/LAT:-92.811/48.407,ASHR,Ash River - Kabetogama State Forest,SF,218.365.7229, ,primitive - open all year but snow may block,8, ,NH ND VT DW NS NR L$ 
-99.378,46.033,ASHL/Ashley RV Park  TYPE:CP PH:701.288.3186   SITES:9  AMEN:WES  LON/LAT:-99.378/46.033,ASHL,Ashley RV Park,CP,701.288.3186, , ,9, ,WES 
-93.289,41.814,ASHT/Ashton Wildwood Park  TYPE:CP   COMM:dense woods-observatory   AMEN:NH ND  LON/LAT:-93.289/41.814,ASHT,Ashton Wildwood Park,CP, , ,dense woods-observatory, , ,NH ND 
-88.952,43.326,ASTI/Astico County Park  TYPE:CP      AMEN:DP DW SH  LON/LAT:-88.952/43.326,ASTI,Astico County Park,CP, , , , , ,DP DW SH 
-95.451,39.638,ATCH/Atchison County Lake  TYPE:CP PH:913.367.1653     AMEN:NH ND DW NS L$  LON/LAT:-95.451/39.638,ATCH,Atchison County Lake,CP,913.367.1653, , , , ,NH ND DW NS L$ 
-95.174,39.632,ATCH/Atchison State Fishing Lake  TYPE:SP PH:913.367.7811 OPEN:all year COMM:primitive sites near lake SITES:16  AMEN:NH ND NS L$  LON/LAT:-95.174/39.632,ATCH,Atchison State Fishing Lake,SP,913.367.7811,all year,primitive sites near lake,16, ,NH ND NS L$ 
-98.998,42.537,ATKI/Atkinson Lake  State Rec Area  TYPE:SRA PH:402.684.2921   SITES:28  AMEN:E ND VT DW NS NR  LON/LAT:-98.998/42.537,ATKI,Atkinson Lake  State Rec Area,SRA,402.684.2921, , ,28, ,E ND VT DW NS NR 
-101.042,39.818,ATWO/Atwood Lions Club Park  TYPE:CP PH:785.626.3428   SITES:9  AMEN:E DP DW SH  LON/LAT:-101.042/39.818,ATWO,Atwood Lions Club Park,CP,785.626.3428, , ,9, ,E DP DW SH 
-101.042,39.815,ATWO/Atwood Lions Park  TYPE:CP PH:785.626.3428     AMEN:E FT DW SH  LON/LAT:-101.042/39.815,ATWO,Atwood Lions Park,CP,785.626.3428, , , , ,E FT DW SH 
-95.847,40.402,AUBU/Auburn Recreation Complex  TYPE:CP PH:402.274.3420 OPEN:mid apr-late oct  SITES:12  AMEN:E DP FT DW  LON/LAT:-95.847/40.402,AUBU,Auburn Recreation Complex,CP,402.274.3420,mid apr-late oct, ,12, ,E DP FT DW 
-91.429,45.55,AUDI/Audie Lake County Park  TYPE:CP PH:715.532.2113   SITES:30  AMEN:E  LON/LAT:-91.429/45.55,AUDI,Audie Lake County Park,CP,715.532.2113, , ,30, ,E 
-91.968,40.768,AUST/Austin County Park  TYPE:CP   COMM:primitive   AMEN:NH NW  LON/LAT:-91.968/40.768,AUST,Austin County Park,CP, , ,primitive, , ,NH NW 
-90.32,43.19,AVOC/Avoca Lakeside City Campground  TYPE:CP PH:608.532.6188   SITES:80  AMEN:E DP DW SH  LON/LAT:-90.32/43.19,AVOC,Avoca Lakeside City Campground,CP,608.532.6188, , ,80, ,E DP DW SH 
-89.304,43.012,BABC/Babcock County Park  TYPE:CP    SITES:25  AMEN:E DP DW SH  LON/LAT:-89.304/43.012,BABC,Babcock County Park,CP, , , ,25, ,E DP DW SH 
-91.56,42.616,BACK/Backbone State Park  TYPE:SP PH:563.924.2527 OPEN:all year  SITES:125  AMEN:WES DP SH RS  LON/LAT:-91.56/42.616,BACK,Backbone State Park,SP,563.924.2527,all year, ,125, ,WES DP SH RS 
-98.148,40.989,BADE/Bader Memorial Park  TYPE:CP PH:308.986.2522   SITES:31  AMEN:E DP DW SH  LON/LAT:-98.148/40.989,BADE,Bader Memorial Park,CP,308.986.2522, , ,31, ,E DP DW SH 
-87.75,45.059,BADG/Badger City Park  TYPE:CP PH:715.582.4321     AMEN:E DW SH N$  LON/LAT:-87.75/45.059,BADG,Badger City Park,CP,715.582.4321, , , , ,E DW SH N$ 
-95.471,42.336,BADG/Badger Creek Rec Area  TYPE:CP PH:701.255.0015     AMEN:NH  LON/LAT:-95.471/42.336,BADG,Badger Creek Rec Area,CP,701.255.0015, , , , ,NH 
-95.4,47.528,BAGL/Bagley City Park  TYPE:CP PH:218.694.2865   SITES:49  AMEN:E DP DW SH L$  LON/LAT:-95.4/47.528,BAGL,Bagley City Park,CP,218.694.2865, , ,49, ,E DP DW SH L$ 
-88.463,45.158,BAGL/Bagley Rapids  TYPE:NF PH:715.276.6333/715.762.2461   SITES:30  AMEN:NH NR  LON/LAT:-88.463/45.158,BAGL,Bagley Rapids,NF,715.276.6333/715.762.2461, , ,30, ,NH NR 
-91.411,42.447,BAIL/Baileys Ford  TYPE:CP PH:563.927.3410   SITES:50  AMEN:E DP DW SH L$  LON/LAT:-91.411/42.447,BAIL,Baileys Ford,CP,563.927.3410, , ,50, ,E DP DW SH L$ 
-90.818,47.845,BAKE/Baker Lake  TYPE:NF PH:218.663.7280/218.626.4300   SITES:5  AMEN:NH ND VT NW NS NR N$  LON/LAT:-90.818/47.845,BAKE,Baker Lake,NF,218.663.7280/218.626.4300, , ,5, ,NH ND VT NW NS NR N$ 
-93.635,45.029,BAKP/Baker Park Reserve  TYPE:CP PH:763.694.7662   SITES:204  AMEN:E DP DW SH  LON/LAT:-93.635/45.029,BAKP,Baker Park Reserve,CP,763.694.7662, , ,204, ,E DP DW SH 
-101.29,47.11,BALL/Ball Park RV Park  TYPE:CP PH:701.794.3502   SITES:10  AMEN:E ND NS RS L$  LON/LAT:-101.29/47.11,BALL,Ball Park RV Park,CP,701.794.3502, , ,10, ,E ND NS RS L$ 
-100.551,42.599,BALL/Ballards Marsh State Wildlife Area  TYPE:SP   COMM:dispersed   AMEN:NH ND NW NS NR  LON/LAT:-100.551/42.599,BALL,Ballards Marsh State Wildlife Area,SP, , ,dispersed, , ,NH ND NW NS NR 
-92.457,45.451,BALS/Balsam Lake Pine Park - Town  TYPE:CP PH:715.485.3424   SITES:15  AMEN:WES FT DW SH NR L$  LON/LAT:-92.457/45.451,BALS,Balsam Lake Pine Park - Town,CP,715.485.3424, , ,15, ,WES FT DW SH NR L$ 
-96.575,42.01,BANC/Bancroft Municipal Park  TYPE:CP PH:402.648.3332   SITES:5  AMEN:WE DP FT DW  LON/LAT:-96.575/42.01,BANC,Bancroft Municipal Park,CP,402.648.3332, , ,5, ,WE DP FT DW 
-90.953,42.56,BANK/Bankston Park  TYPE:CP PH:563.556.6745   SITES:50  AMEN:NH ND NS  LON/LAT:-90.953/42.56,BANK,Bankston Park,CP,563.556.6745, , ,50, ,NH ND NS 
-95.779,39.457,BANN/Banner Creek  TYPE:CP PH:785.364.4236   SITES:34  AMEN:WE DP DW SH L$  LON/LAT:-95.779/39.457,BANN,Banner Creek,CP,785.364.4236, , ,34, ,WE DP DW SH L$ 
-92.848,46.171,BANN/Banning State Park  TYPE:SP PH:320.245.2668 OPEN:all year  SITES:35  AMEN:E 40ft DW SH RS  LON/LAT:-92.848/46.171,BANN,Banning State Park,SP,320.245.2668,all year, ,35, ,E 40ft DW SH RS 
-92.691,46.503,BARN/Barnum City Park  TYPE:CP PH:218.389.6814 OPEN:early may-late sep  SITES:12  AMEN:DP  LON/LAT:-92.691/46.503,BARN,Barnum City Park,CP,218.389.6814,early may-late sep, ,12, ,DP 
-93.396,47.79,BASS/Bass Lake  TYPE:CP PH:218.327.2855     AMEN:NH ND NS  LON/LAT:-93.396/47.79,BASS,Bass Lake,CP,218.327.2855, , , , ,NH ND NS 
-99.541,42.578,BASM/Bassett Municipal Park  TYPE:CP PH:402.684.3338   SITES:10  AMEN:WE DP DW SH  LON/LAT:-99.541/42.578,BASM,Bassett Municipal Park,CP,402.684.3338, , ,10, ,WE DP DW SH 
-98.952,40.684,BASS/Bassway Strip State Wildlife Area  TYPE:SP      AMEN:NR  LON/LAT:-98.952/40.684,BASS,Bassway Strip State Wildlife Area,SP, , , , , ,NR 
-97.6,41.993,BATT/Battle Creek Municipal Park  TYPE:CP PH:402.675.2165     AMEN:E DP  LON/LAT:-97.6/41.993,BATT,Battle Creek Municipal Park,CP,402.675.2165, , , , ,E DP 
-102.95,48.872,BAUK/Baukol - Noonan Trout Pond  TYPE:CP PH:701.925.3000     AMEN:E VT  LON/LAT:-102.95/48.872,BAUK,Baukol - Noonan Trout Pond,CP,701.925.3000, , , , ,E VT 
-94.72,37.023,BAXT/Baxter Springs Riverside Park  TYPE:CP PH:620.856.2112  COMM:call first   AMEN:E DP L$  LON/LAT:-94.72/37.023,BAXT,Baxter Springs Riverside Park,CP,620.856.2112, ,call first, , ,E DP L$ 
-92.456,44.58,BAY/Bay City  TYPE:CP PH:715.594.3229 OPEN:early may-late oct  SITES:25  AMEN:WES DP FT DW SH RS  LON/LAT:-92.456/44.58,BAY,Bay City,CP,715.594.3229,early may-late oct, ,25, ,WES DP FT DW SH RS 
-87.796,44.637,BAYS/Bay Shore Park  TYPE:CP PH:920.448.4466   SITES:115  AMEN:E DP DW SH  LON/LAT:-87.796/44.637,BAYS,Bay Shore Park,CP,920.448.4466, , ,115, ,E DP DW SH 
-103.327,41.756,BAYA/Bayard City Park  TYPE:CP    SITES:5  AMEN:E DW N$  LON/LAT:-103.327/41.756,BAYA,Bayard City Park,CP, , , ,5, ,E DW N$ 
-93.945,44.811,BAYL/Baylor Co Park  TYPE:CP PH:952.466.5250   SITES:50  AMEN:WE DP DW SH RS  LON/LAT:-93.945/44.811,BAYL,Baylor Co Park,CP,952.466.5250, , ,50, ,WE DP DW SH RS 
-92.038,44.385,BEAC/Beach Park at Hungry Point  TYPE:CP PH:651.565.4568  COMM:mostly long term RVs SITES:51  AMEN:WE DP DW SH  LON/LAT:-92.038/44.385,BEAC,Beach Park at Hungry Point,CP,651.565.4568, ,mostly long term RVs,51, ,WE DP DW SH 
-103.432,44.46,BEAR/Bear Butte State Park  TYPE:SP PH:605. 347.5240 OPEN:all year  SITES:15 EL:3178 AMEN:NH ND DW NS NR L$  LON/LAT:-103.432/44.46,BEAR,Bear Butte State Park,SP,605. 347.5240,all year, ,15,3178,NH ND DW NS NR L$ 
-92.085,47.792,BEAR/Bear Head Lake State Park  TYPE:SP PH:218.365.7229 OPEN:all year  SITES:75  AMEN:E DP DW SH RS  LON/LAT:-92.085/47.792,BEAR,Bear Head Lake State Park,SP,218.365.7229,all year, ,75, ,E DP DW SH RS 
-88.53,45.511,BEAR/Bear Lake  TYPE:NF PH:715.276.6333/715.762.2461   SITES:27  AMEN:NH NR  LON/LAT:-88.53/45.511,BEAR,Bear Lake,NF,715.276.6333/715.762.2461, , ,27, ,NH NR 
-93.267,47.678,BEAL/Bear Lake ? George Washington State Forest  TYPE:SF PH:218.743.3362  COMM:primitive - most sites walk to - open all year but snow may block   AMEN:NH ND NS NR L$  LON/LAT:-93.267/47.678,BEAL,Bear Lake ? George Washington State Forest,SF,218.743.3362, ,primitive - most sites walk to - open all year but snow may block, , ,NH ND NS NR L$ 
-90.775,43.395,BEAU/Beauford T. Anderson Park  TYPE:CP   COMM:unknown facilities   AMEN:E  LON/LAT:-90.775/43.395,BEAU,Beauford T. Anderson Park,CP, , ,unknown facilities, , ,E 
-101.915,47.459,BEAV/Beaver Bay Rec Area - Zap  TYPE:CP   COMM:primitive = unknown facilities   AMEN:NH ND NS  LON/LAT:-101.915/47.459,BEAV,Beaver Bay Rec Area - Zap,CP, , ,primitive = unknown facilities, , ,NH ND NS 
-104.051,44.075,BEAV/Beaver Creek  TYPE:NF PH:605.673.4853/605.673.9200   SITES:8 EL:6152 AMEN:NH ND VT DW NS NR L$  LON/LAT:-104.051/44.075,BEAV,Beaver Creek,NF,605.673.4853/605.673.9200, , ,8,6152,NH ND VT DW NS NR L$ 
-100.533,46.25,BEAC/Beaver Creek - Lake Oahe  TYPE:COE PH:701.255.0015 OPEN:mid may-mid sep  SITES:40  AMEN:WES DP DW SH RS PA N$  LON/LAT:-100.533/46.25,BEAC,Beaver Creek - Lake Oahe,COE,701.255.0015,mid may-mid sep, ,40, ,WES DP DW SH RS PA N$ 
-91.578,43.64,BEAV/Beaver Creek Valley State Park  TYPE:SP PH:507.724.2107 OPEN:all year  SITES:40  AMEN:E DP DW SH RS  LON/LAT:-91.578/43.64,BEAV,Beaver Creek Valley State Park,SP,507.724.2107,all year, ,40, ,E DP DW SH RS 
-97.277,40.777,BEAC/Beaver Crossing Municipal  TYPE:CP PH:402.532.7195   SITES:10  AMEN:E DW N$  LON/LAT:-97.277/40.777,BEAC,Beaver Crossing Municipal,CP,402.532.7195, , ,10, ,E DW N$ 
-95.055,44.58,BEAC/Beaver Falls Co Park  TYPE:CP PH:320.523.3768  COMM:unknown facilities   AMEN:NH ND NS  LON/LAT:-95.055/44.58,BEAC,Beaver Falls Co Park,CP,320.523.3768, ,unknown facilities, , ,NH ND NS 
-90.898,46.302,BEAV/Beaver Lake  TYPE:NF PH:715.264.2511/715.762.2461 OPEN:early jun-mid oct  SITES:10  AMEN:NH RS PA  LON/LAT:-90.898/46.302,BEAV,Beaver Lake,NF,715.264.2511/715.762.2461,early jun-mid oct, ,10, ,NH RS PA 
-99.618,46.404,BEAL/Beaver Lake State Park  TYPE:SP PH:701.452.2752 OPEN:mid may-late aug    AMEN:E DP DW SH RS  LON/LAT:-99.618/46.404,BEAL,Beaver Lake State Park,SP,701.452.2752,mid may-late aug, , , ,E DP DW SH RS 
-92.787,42.583,BEAV/Beaver Meadows Co Park  TYPE:CP PH:319.278.4237   SITES:20  AMEN:E DP FT DW SH  LON/LAT:-92.787/42.583,BEAV,Beaver Meadows Co Park,CP,319.278.4237, , ,20, ,E DP FT DW SH 
-96.245,42.004,BECK/Beck Memorial Park  TYPE:CP PH:402.349.5360   SITES:50  AMEN:WE DP DW SH L$  LON/LAT:-96.245/42.004,BECK,Beck Memorial Park,CP,402.349.5360, , ,50, ,WE DP DW SH L$ 
-93.236,42.768,BEED/Beeds Lake State Park  TYPE:SP PH:641.456.2047 OPEN:all year  SITES:144  AMEN:WES DP DW SH RS  LON/LAT:-93.236/42.768,BEED,Beeds Lake State Park,SP,641.456.2047,all year, ,144, ,WES DP DW SH RS 
-90.423,42.247,BELV/Bellevue State Park  TYPE:SP PH:563.872.4019 OPEN:all year  SITES:50  AMEN:E DP SH RS  LON/LAT:-90.423/42.247,BELV,Bellevue State Park,SP,563.872.4019,all year, ,50, ,E DP SH RS 
-93.889,42.34,BELM/Bells Mills County Park  TYPE:CP PH:515.832.9570   SITES:60  AMEN:E DP DW SH L$  LON/LAT:-93.889/42.34,BELM,Bells Mills County Park,CP,515.832.9570, , ,60, ,E DP DW SH L$ 
-96.88,47.621,BELM/Belmont Park - Buxton  TYPE:CP    SITES:10  AMEN:WE ND DW L$  LON/LAT:-96.88/47.621,BELM,Belmont Park - Buxton,CP, , , ,10, ,WE ND DW L$ 
-92.151,41.386,BELD/Belva - Deer Rec Area  TYPE:CP PH:641.622.3757   SITES:56  AMEN:E DP DW SH  LON/LAT:-92.151/41.386,BELD,Belva - Deer Rec Area,CP,641.622.3757, , ,56, ,E DP DW SH 
-103.348,47.491,BENN/Bennett  TYPE:NF PH:701.842.2393/701.250.4443   SITES:15  AMEN:NH NS NR  LON/LAT:-103.348/47.491,BENN,Bennett,NF,701.842.2393/701.250.4443, , ,15, ,NH NS NR 
